No.,Code,Name,Age,Males1996,Males2001,Females1996,Females2001
,,,50–54,699,978.0,665,1014.0
,,,55–59,556,752.0,518,695.0
,,,60–64,431,604.0,439,574.0
,,,65–69,382,449.0,432,437.0
,,,70–74,323,354.0,356,409.0
,,,75–79,229,255.0,290,327.0
,,,80–84,110,159.0,158,258.0
,,,85+,78,107.0,135,175.0
202,31103,Browns Plains,0–4,3079,2828.0,3034,2781.0
,,,5–9,2971,3070.0,2842,2980.0
,,,10–14,2759,3014.0,2705,2846.0
,,,15–19,2188,2605.0,2030,2637.0
,,,20–24,2208,2048.0,2241,2074.0
,,,25–29,2529,2150.0,2819,2343.0
,,,30–34,2725,2368.0,2869,2665.0
,,,35–39,2627,2534.0,2630,2755.0
,,,40–44,2148,2514.0,2059,2537.0
,,,45–49,1811,2032.0,1676,2066.0
,,,50–54,1241,1889.0,1098,1729.0
,,,55–59,828,1247.0,738,1127.0
,,,60–64,593,849.0,510,744.0
,,,65–69,455,578.0,425,527.0
,,,70–74,305,402.0,351,411.0
,,,75–79,161,263.0,185,310.0
,,,80–84,73,102.0,135,171.0
,,,85+,41,68.0,114,147.0
203,31104,Jimboomba,0–4,911,1134.0,863,965.0
,,,5–9,1003,1203.0,931,1116.0
,,,10–14,1057,1178.0,1015,1058.0
,,,15–19,940,975.0,806,897.0
,,,20–24,664,632.0,576,589.0
,,,25–29,649,801.0,807,875.0
,,,30–34,989,1044.0,980,1136.0
,,,35–39,1053,1160.0,1075,1213.0
,,,40–44,982,1103.0,913,1098.0
,,,45–49,916,1010.0,845,937.0
,,,50–54,683,947.0,554,871.0
,,,55–59,459,688.0,365,564.0
,,,60–64,308,410.0,240,339.0
,,,65–69,199,265.0,151,218.0
,,,70–74,127,171.0,126,141.0
,,,75–79,50,109.0,65,119.0
,,,80–84,23,50.0,43,56.0
,,,85+,18,28.0,25,59.0
204,31105,Loganlea - Carbrook,0–4,1780,1767.0,1778,1710.0
,,,5–9,1881,1897.0,1739,1860.0
,,,10–14,1989,2047.0,1779,1944.0
,,,15–19,1949,2077.0,1688,1921.0
,,,20–24,1794,1723.0,1724,1672.0
,,,25–29,1534,1660.0,1689,1688.0
,,,30–34,1492,1608.0,1572,1729.0
,,,35–39,1676,1628.0,1846,1768.0
,,,40–44,1661,1765.0,1788,1960.0
,,,45–49,1790,1672.0,1659,1800.0
,,,50–54,1244,1723.0,1039,1663.0
,,,55–59,790,1217.0,672,1012.0
,,,60–64,472,767.0,432,708.0
,,,65–69,388,488.0,396,481.0
,,,70–74,285,389.0,331,427.0
,,,75–79,161,277.0,203,357.0
,,,80–84,71,140.0,82,198.0
,,,85+,32,83.0,75,161.0
205,31106,Springwood - Kingston,0–4,2775,2612.0,2674,2545.0
,,,5–9,2890,2830.0,2660,2675.0
,,,10–14,3245,2852.0,2926,2640.0
,,,15–19,3517,3046.0,3329,2934.0
,,,20–24,3607,2886.0,3324,2764.0
,,,25–29,2790,2681.0,2707,2616.0
,,,30–34,2522,2439.0,2603,2562.0
,,,35–39,2574,2332.0,2836,2435.0
,,,40–44,2763,2358.0,3151,2610.0
,,,45–49,3292,2499.0,3545,2805.0
,,,50–54,2512,2848.0,2194,3039.0
,,,55–59,1612,2132.0,1319,1983.0
,,,60–64,965,1480.0,885,1212.0
,,,65–69,668,856.0,696,809.0
,,,70–74,526,605.0,647,689.0
,,,75–79,350,401.0,491,544.0
,,,80–84,167,262.0,282,391.0
,,,85+,85,124.0,172,313.0
206,31201,Bowen Basin - North,0–4,1507,1303.0,1475,1122.0
,,,5–9,1553,1339.0,1495,1242.0
,,,10–14,1494,1170.0,1416,1146.0
,,,15–19,1217,1078.0,939,859.0
,,,20–24,1194,1004.0,1024,784.0
,,,25–29,1299,1150.0,1204,1052.0
,,,30–34,1509,1251.0,1385,1105.0
,,,35–39,1619,1338.0,1432,1173.0
,,,40–44,1551,1411.0,1271,1200.0
,,,45–49,1530,1285.0,1147,1100.0
,,,50–54,1144,1297.0,748,950.0
,,,55–59,780,889.0,533,612.0
,,,60–64,480,587.0,384,431.0
,,,65–69,409,400.0,315,368.0
,,,70–74,324,363.0,275,310.0
,,,75–79,172,242.0,212,235.0
,,,80–84,108,137.0,131,164.0
,,,85+,56,109.0,96,134.0
207,31202,Mackay,0–4,3495,3390.0,3266,3194.0
,,,5–9,3575,3689.0,3354,3443.0
,,,10–14,3710,3726.0,3501,3485.0
,,,15–19,3192,3432.0,2944,3278.0
,,,20–24,3139,2737.0,2963,2603.0
,,,25–29,3349,2971.0,3207,2983.0
,,,30–34,3405,3324.0,3453,3281.0
,,,35–39,3725,3436.0,3559,3638.0
,,,40–44,3383,3682.0,3161,3601.0
,,,45–49,2958,3368.0,2704,3186.0
,,,50–54,2414,3023.0,2183,2764.0
,,,55–59,1887,2408.0,1655,2146.0
,,,60–64,1597,1836.0,1479,1670.0
,,,65–69,1368,1443.0,1303,1381.0
,,,70–74,1003,1186.0,1084,1231.0
,,,75–79,643,842.0,837,955.0
,,,80–84,340,433.0,628,674.0
,,,85+,217,288.0,424,610.0
208,31203,Whitsunday,0–4,475,495.0,437,512.0
,,,5–9,480,537.0,456,494.0
,,,10–14,474,489.0,385,448.0
,,,15–19,412,451.0,368,404.0
,,,20–24,658,596.0,676,564.0
,,,25–29,717,672.0,685,643.0
,,,30–34,682,676.0,653,618.0
,,,35–39,711,721.0,583,654.0
,,,40–44,601,691.0,519,609.0
,,,45–49,586,630.0,452,558.0
,,,50–54,462,630.0,352,482.0
,,,55–59,326,486.0,248,363.0
,,,60–64,234,344.0,198,236.0
,,,65–69,206,226.0,142,192.0
,,,70–74,129,188.0,140,145.0
,,,75–79,82,102.0,98,128.0
,,,80–84,51,67.0,70,72.0
,,,85+,27,34.0,44,68.0
209,31301,Bribie - Beachmere,0–4,602,546.0,576,553.0
,,,5–9,685,766.0,607,742.0
,,,10–14,684,782.0,656,714.0
,,,15–19,562,660.0,512,599.0
,,,20–24,423,386.0,416,436.0
,,,25–29,448,422.0,462,470.0
,,,30–34,566,499.0,603,602.0
,,,35–39,621,627.0,691,716.0
,,,40–44,651,675.0,653,791.0
,,,45–49,657,736.0,645,779.0
,,,50–54,634,810.0,695,874.0
,,,55–59,601,886.0,694,1015.0
,,,60–64,784,948.0,817,990.0
,,,65–69,900,937.0,831,961.0
,,,70–74,771,928.0,658,812.0
,,,75–79,442,644.0,449,560.0
,,,80–84,225,297.0,261,340.0
,,,85+,104,159.0,147,251.0
210,31302,Caboolture,0–4,1756,1682.0,1676,1619.0
,,,5–9,1756,1857.0,1574,1705.0
,,,10–14,1560,1794.0,1505,1705.0
,,,15–19,1376,1594.0,1272,1588.0
,,,20–24,1286,1168.0,1303,1292.0
,,,25–29,1384,1189.0,1500,1465.0
,,,30–34,1428,1269.0,1524,1561.0
,,,35–39,1400,1485.0,1487,1674.0
,,,40–44,1340,1430.0,1388,1581.0
,,,45–49,1235,1347.0,1178,1459.0
,,,50–54,956,1285.0,895,1311.0
,,,55–59,668,1035.0,634,960.0
,,,60–64,625,736.0,609,737.0
,,,65–69,577,642.0,565,610.0
,,,70–74,480,558.0,493,564.0
,,,75–79,342,419.0,343,474.0
,,,80–84,185,256.0,200,331.0
,,,85+,112,168.0,120,273.0
211,31303,Caboolture Hinterland,0–4,334,306.0,302,311.0
,,,5–9,346,391.0,362,370.0
,,,10–14,398,400.0,367,406.0
,,,15–19,262,303.0,246,294.0
,,,20–24,230,314.0,209,206.0
,,,25–29,250,325.0,249,243.0
,,,30–34,304,351.0,329,328.0
,,,35–39,343,414.0,326,391.0
,,,40–44,329,390.0,309,365.0
,,,45–49,362,378.0,280,333.0
,,,50–54,243,391.0,209,354.0
,,,55–59,224,296.0,214,241.0
,,,60–64,215,263.0,171,218.0
,,,65–69,222,176.0,177,145.0
,,,70–74,131,163.0,142,136.0
,,,75–79,102,99.0,117,101.0
,,,80–84,53,57.0,60,80.0
,,,85+,31,30.0,50,58.0
212,31304,Narangba - Burpengary,0–4,2035,1854.0,1734,1778.0
,,,5–9,1735,2117.0,1777,2013.0
,,,10–14,1725,1935.0,1629,1835.0
,,,15–19,1405,1720.0,1363,1644.0
,,,20–24,1281,1172.0,1301,1250.0
,,,25–29,1522,1208.0,1705,1466.0
,,,30–34,1564,1530.0,1687,1807.0
,,,35–39,1565,1628.0,1549,1901.0
,,,40–44,1375,1729.0,1351,1682.0
,,,45–49,1240,1499.0,1159,1555.0
,,,50–54,869,1371.0,860,1306.0
,,,55–59,691,982.0,643,990.0
,,,60–64,472,766.0,507,696.0
,,,65–69,511,503.0,507,511.0
,,,70–74,388,470.0,402,469.0
,,,75–79,236,320.0,221,324.0
,,,80–84,106,155.0,138,205.0
,,,85+,54,80.0,89,149.0
213,31305,Redcliffe,0–4,1468,1403.0,1388,1338.0
,,,5–9,1539,1574.0,1449,1486.0
,,,10–14,1671,1641.0,1676,1560.0
,,,15–19,1722,1636.0,1581,1657.0
,,,20–24,1659,1391.0,1589,1287.0
,,,25–29,1495,1347.0,1421,1331.0
,,,30–34,1435,1404.0,1485,1492.0
,,,35–39,1558,1560.0,1638,1674.0
,,,40–44,1632,1599.0,1744,1738.0
,,,45–49,1852,1648.0,1822,1792.0
,,,50–54,1498,1858.0,1528,1910.0
,,,55–59,1229,1523.0,1320,1562.0
,,,60–64,1089,1246.0,1283,1360.0
,,,65–69,1145,1079.0,1404,1240.0
,,,70–74,1093,1038.0,1372,1280.0
,,,75–79,762,852.0,1186,1189.0
,,,80–84,477,545.0,817,939.0
,,,85+,290,352.0,642,756.0
214,31401,Hills District,0–4,2066,2499.0,2001,2341.0
,,,5–9,2340,2827.0,2224,2660.0
,,,10–14,2410,2758.0,2310,2606.0
,,,15–19,2214,2437.0,2261,2335.0
,,,20–24,2044,1902.0,1848,1859.0
,,,25–29,1779,2059.0,1803,2173.0
,,,30–34,2067,2392.0,2155,2555.0
,,,35–39,2276,2681.0,2534,2900.0
,,,40–44,2317,2723.0,2410,2814.0
,,,45–49,2436,2438.0,2494,2532.0
,,,50–54,1886,2535.0,1598,2557.0
,,,55–59,1063,1850.0,864,1596.0
,,,60–64,597,1075.0,526,859.0
,,,65–69,425,595.0,419,537.0
,,,70–74,267,443.0,294,451.0
,,,75–79,169,265.0,219,334.0
,,,80–84,97,160.0,125,240.0
,,,85+,40,89.0,88,188.0
215,31402,North Lakes,0–4,1011,1055.0,935,1011.0
,,,5–9,932,1136.0,865,1049.0
,,,10–14,794,994.0,736,952.0
,,,15–19,741,844.0,708,785.0
,,,20–24,730,777.0,728,794.0
,,,25–29,889,894.0,972,964.0
,,,30–34,953,1076.0,990,1100.0
,,,35–39,825,1008.0,796,1073.0
,,,40–44,769,916.0,720,892.0
,,,45–49,709,808.0,669,837.0
,,,50–54,446,799.0,433,733.0
,,,55–59,329,516.0,308,514.0
,,,60–64,226,405.0,222,355.0
,,,65–69,207,271.0,210,265.0
,,,70–74,143,239.0,179,269.0
,,,75–79,94,180.0,136,245.0
,,,80–84,56,105.0,73,171.0
,,,85+,38,65.0,82,126.0
216,31403,Strathpine,0–4,1368,1308.0,1350,1219.0
,,,5–9,1368,1332.0,1310,1263.0
,,,10–14,1418,1361.0,1379,1304.0
,,,15–19,1468,1382.0,1468,1379.0
,,,20–24,1481,1309.0,1364,1262.0
,,,25–29,1293,1298.0,1289,1289.0
,,,30–34,1265,1235.0,1305,1264.0
,,,35–39,1265,1221.0,1360,1240.0
,,,40–44,1273,1198.0,1357,1362.0
,,,45–49,1266,1229.0,1292,1262.0
,,,50–54,952,1176.0,847,1208.0
,,,55–59,551,876.0,495,826.0
,,,60–64,375,555.0,358,518.0
,,,65–69,302,354.0,372,361.0
,,,70–74,244,285.0,314,372.0
,,,75–79,183,214.0,265,288.0
,,,80–84,83,141.0,158,223.0
,,,85+,38,65.0,83,154.0
217,31501,Far North,0–4,1441,1440.0,1372,1287.0
,,,5–9,1399,1432.0,1343,1409.0
,,,10–14,1120,1280.0,1063,1164.0
,,,15–19,958,1022.0,833,897.0
,,,20–24,1169,938.0,1027,1046.0
,,,25–29,1177,1116.0,1065,1237.0
,,,30–34,1171,1099.0,1013,1189.0
,,,35–39,1126,1167.0,961,1075.0
,,,40–44,953,1064.0,796,934.0
,,,45–49,895,969.0,710,843.0
,,,50–54,716,929.0,513,737.0
,,,55–59,562,658.0,416,507.0
,,,60–64,413,501.0,294,401.0
,,,65–69,306,375.0,276,249.0
,,,70–74,210,285.0,177,193.0
,,,75–79,135,152.0,120,137.0
,,,80–84,70,88.0,81,95.0
,,,85+,51,52.0,51,55.0
218,31502,Outback - North,0–4,1685,1738.0,1676,1627.0
,,,5–9,1591,1540.0,1480,1483.0
,,,10–14,1395,1303.0,1240,1210.0
,,,15–19,1229,1294.0,1033,1019.0
,,,20–24,1734,1384.0,1502,1200.0
,,,25–29,1906,1733.0,1597,1555.0
,,,30–34,1738,1640.0,1444,1387.0
,,,35–39,1596,1530.0,1264,1256.0
,,,40–44,1206,1376.0,995,1062.0
,,,45–49,1162,1124.0,937,881.0
,,,50–54,997,1078.0,774,838.0
,,,55–59,751,836.0,501,596.0
,,,60–64,533,608.0,380,402.0
,,,65–69,406,385.0,284,319.0
,,,70–74,259,300.0,214,223.0
,,,75–79,138,177.0,153,170.0
,,,80–84,80,90.0,97,117.0
,,,85+,45,56.0,62,88.0
219,31503,Outback - South,0–4,1005,935.0,950,841.0
,,,5–9,1009,970.0,948,900.0
,,,10–14,776,760.0,787,733.0
,,,15–19,735,767.0,579,649.0
,,,20–24,875,753.0,799,655.0
,,,25–29,990,830.0,935,818.0
,,,30–34,986,894.0,956,890.0
,,,35–39,981,876.0,853,867.0
,,,40–44,827,910.0,661,791.0
,,,45–49,750,785.0,623,651.0
,,,50–54,633,700.0,535,625.0
,,,55–59,556,590.0,473,504.0
,,,60–64,502,509.0,369,393.0
,,,65–69,482,402.0,372,325.0
,,,70–74,322,355.0,277,306.0
,,,75–79,225,233.0,235,235.0
,,,80–84,111,136.0,168,172.0
,,,85+,102,71.0,134,143.0
220,31601,Buderim,0–4,925,1035.0,871,1035.0
,,,5–9,1151,1368.0,1002,1276.0
,,,10–14,1026,1457.0,1014,1348.0
,,,15–19,735,1216.0,700,1152.0
,,,20–24,593,702.0,560,711.0
,,,25–29,678,781.0,771,899.0
,,,30–34,870,933.0,1004,1061.0
,,,35–39,1005,1150.0,1182,1444.0
,,,40–44,1020,1282.0,1036,1439.0
,,,45–49,954,1159.0,961,1224.0
,,,50–54,693,1055.0,692,1113.0
,,,55–59,534,843.0,579,865.0
,,,60–64,481,697.0,554,788.0
,,,65–69,557,649.0,615,759.0
,,,70–74,534,630.0,571,744.0
,,,75–79,362,576.0,494,646.0
,,,80–84,220,340.0,305,481.0
,,,85+,117,222.0,209,377.0
221,31602,Caloundra,0–4,1325,1430.0,1202,1398.0
,,,5–9,1449,1599.0,1425,1505.0
,,,10–14,1574,1751.0,1470,1646.0
,,,15–19,1511,1578.0,1283,1503.0
,,,20–24,1388,1332.0,1273,1229.0
,,,25–29,1320,1413.0,1194,1378.0
,,,30–34,1354,1415.0,1401,1472.0
,,,35–39,1385,1522.0,1620,1661.0
,,,40–44,1492,1676.0,1576,1909.0
,,,45–49,1529,1652.0,1539,1749.0
,,,50–54,1226,1669.0,1328,1798.0
,,,55–59,1048,1452.0,1150,1677.0
,,,60–64,1075,1424.0,1207,1472.0
,,,65–69,1350,1338.0,1461,1477.0
,,,70–74,1271,1410.0,1343,1523.0
,,,75–79,828,1124.0,968,1330.0
,,,80–84,433,618.0,555,810.0
,,,85+,203,358.0,376,686.0
222,31603,Maroochy,0–4,1317,1275.0,1253,1256.0
,,,5–9,1240,1248.0,1294,1259.0
,,,10–14,1374,1394.0,1258,1285.0
,,,15–19,1292,1470.0,1207,1460.0
,,,20–24,1441,1468.0,1459,1482.0
,,,25–29,1548,1665.0,1448,1571.0
,,,30–34,1441,1510.0,1577,1543.0
,,,35–39,1562,1461.0,1516,1561.0
,,,40–44,1351,1614.0,1308,1647.0
,,,45–49,1270,1503.0,1231,1575.0
,,,50–54,931,1479.0,998,1527.0
,,,55–59,867,1209.0,972,1244.0
,,,60–64,800,1029.0,855,1188.0
,,,65–69,865,926.0,889,908.0
,,,70–74,756,828.0,787,899.0
,,,75–79,431,657.0,481,721.0
,,,80–84,241,332.0,284,443.0
,,,85+,101,153.0,136,286.0
223,31604,Nambour - Pomona,0–4,1519,1573.0,1465,1465.0
,,,5–9,1766,1939.0,1584,1763.0
,,,10–14,1787,2069.0,1741,1873.0
,,,15–19,1384,1651.0,1294,1528.0
,,,20–24,1134,1040.0,1061,929.0
,,,25–29,1146,1155.0,1233,1223.0
,,,30–34,1388,1389.0,1613,1542.0
,,,35–39,1716,1692.0,1782,2018.0
,,,40–44,1684,2020.0,1762,2065.0
,,,45–49,1583,1863.0,1518,1939.0
,,,50–54,1289,1727.0,1313,1697.0
,,,55–59,1067,1492.0,1081,1459.0
,,,60–64,980,1273.0,896,1189.0
,,,65–69,856,1030.0,836,942.0
,,,70–74,740,823.0,784,778.0
,,,75–79,435,579.0,556,625.0
,,,80–84,296,340.0,508,438.0
,,,85+,197,208.0,529,514.0
224,31605,Noosa,0–4,829,831.0,749,833.0
,,,5–9,859,986.0,842,922.0
,,,10–14,893,1013.0,808,915.0
,,,15–19,731,897.0,694,824.0
,,,20–24,739,722.0,676,696.0
,,,25–29,758,864.0,766,870.0
,,,30–34,847,878.0,968,986.0
,,,35–39,976,965.0,1064,1178.0
,,,40–44,989,1086.0,1042,1256.0
,,,45–49,954,1114.0,947,1165.0
,,,50–54,734,1120.0,717,1124.0
,,,55–59,620,978.0,676,956.0
,,,60–64,614,832.0,583,823.0
,,,65–69,641,708.0,621,692.0
,,,70–74,586,644.0,567,638.0
,,,75–79,365,518.0,379,598.0
,,,80–84,162,297.0,226,377.0
,,,85+,90,173.0,181,309.0
225,31606,Sunshine Coast Hinterland,0–4,1379,1228.0,1215,1176.0
,,,5–9,1609,1555.0,1482,1435.0
,,,10–14,1524,1654.0,1468,1559.0
,,,15–19,1036,1297.0,920,1248.0
,,,20–24,779,725.0,707,671.0
,,,25–29,883,814.0,946,944.0
,,,30–34,1232,1033.0,1395,1193.0
,,,35–39,1470,1374.0,1583,1555.0
,,,40–44,1475,1532.0,1399,1610.0
,,,45–49,1245,1394.0,1251,1492.0
,,,50–54,1014,1417.0,979,1423.0
,,,55–59,880,1148.0,883,1155.0
,,,60–64,831,1061.0,816,1016.0
,,,65–69,749,871.0,626,762.0
,,,70–74,537,676.0,459,581.0
,,,75–79,289,491.0,262,422.0
,,,80–84,148,205.0,144,236.0
,,,85+,82,130.0,106,189.0
226,31701,Toowoomba,0–4,4180,4336.0,4094,4078.0
,,,5–9,4081,4516.0,4033,4443.0
,,,10–14,4597,4850.0,4563,4874.0
,,,15–19,5100,5282.0,5556,5686.0
,,,20–24,5222,4500.0,5223,4587.0
,,,25–29,4379,4135.0,4364,4141.0
,,,30–34,3814,4081.0,4003,4263.0
,,,35–39,3945,4144.0,4036,4428.0
,,,40–44,3636,4354.0,3806,4537.0
,,,45–49,3629,3917.0,3753,4184.0
,,,50–54,2854,3787.0,3006,3889.0
,,,55–59,2397,2941.0,2510,3008.0
,,,60–64,2071,2391.0,2415,2379.0
,,,65–69,2090,1942.0,2479,2195.0
,,,70–74,1786,1781.0,2365,2127.0
,,,75–79,1316,1353.0,1912,1876.0
,,,80–84,816,833.0,1468,1369.0
,,,85+,529,496.0,1255,1293.0
227,31801,Charters Towers - Ayr - Ingham,0–4,1880,1642.0,1704,1622.0
,,,5–9,1857,1790.0,1651,1631.0
,,,10–14,2108,1946.0,1805,1711.0
,,,15–19,1993,1798.0,1647,1471.0
,,,20–24,1807,1276.0,1445,1176.0
,,,25–29,1803,1508.0,1579,1335.0
,,,30–34,1695,1545.0,1607,1476.0
,,,35–39,1803,1594.0,1645,1591.0
,,,40–44,1664,1661.0,1513,1555.0
,,,45–49,1495,1539.0,1350,1428.0
,,,50–54,1243,1445.0,1140,1340.0
,,,55–59,1121,1187.0,1058,1117.0
,,,60–64,996,1117.0,952,1028.0
,,,65–69,970,881.0,931,884.0
,,,70–74,821,831.0,789,814.0
,,,75–79,513,590.0,548,687.0
,,,80–84,275,322.0,416,427.0
,,,85+,173,209.0,293,397.0
228,31802,Townsville,0–4,5361,5416.0,5025,4988.0
,,,5–9,5130,5627.0,4791,5210.0
,,,10–14,5071,5300.0,4760,5128.0
,,,15–19,5388,5756.0,5291,5734.0
,,,20–24,6532,6197.0,6093,5889.0
,,,25–29,6016,6200.0,5484,5976.0
,,,30–34,5469,5809.0,5430,5668.0
,,,35–39,5425,5420.0,5265,5547.0
,,,40–44,4856,5451.0,4574,5396.0
,,,45–49,4723,4891.0,4282,4597.0
,,,50–54,3512,4537.0,3171,4223.0
,,,55–59,2737,3392.0,2397,3011.0
,,,60–64,1992,2523.0,1885,2280.0
,,,65–69,1762,1821.0,1756,1719.0
,,,70–74,1327,1543.0,1526,1627.0
,,,75–79,878,1070.0,1166,1343.0
,,,80–84,462,650.0,807,957.0
,,,85+,305,377.0,597,774.0
229,31901,Bundaberg,0–4,2678,2454.0,2498,2358.0
,,,5–9,2724,2861.0,2572,2647.0
,,,10–14,2851,2842.0,2785,2699.0
,,,15–19,2469,2591.0,2275,2470.0
,,,20–24,2069,1870.0,1963,1834.0
,,,25–29,2092,1939.0,2209,2059.0
,,,30–34,2403,2124.0,2471,2253.0
,,,35–39,2442,2418.0,2642,2596.0
,,,40–44,2484,2562.0,2536,2739.0
,,,45–49,2390,2465.0,2360,2519.0
,,,50–54,2140,2404.0,2005,2464.0
,,,55–59,1881,2305.0,1905,2141.0
,,,60–64,1668,2030.0,1573,2039.0
,,,65–69,1622,1682.0,1551,1615.0
,,,70–74,1268,1522.0,1310,1513.0
,,,75–79,823,1053.0,974,1186.0
,,,80–84,490,592.0,749,831.0
,,,85+,289,417.0,560,773.0
230,31902,Burnett,0–4,1691,1621.0,1601,1554.0
,,,5–9,1831,1786.0,1603,1663.0
,,,10–14,2007,1790.0,1832,1612.0
,,,15–19,1489,1458.0,1379,1278.0
,,,20–24,1225,1110.0,1104,995.0
,,,25–29,1280,1219.0,1361,1230.0
,,,30–34,1393,1295.0,1484,1414.0
,,,35–39,1563,1474.0,1631,1530.0
,,,40–44,1563,1608.0,1530,1558.0
,,,45–49,1681,1503.0,1536,1533.0
,,,50–54,1464,1728.0,1344,1616.0
,,,55–59,1272,1525.0,1088,1378.0
,,,60–64,1106,1315.0,930,1067.0
,,,65–69,973,1014.0,814,828.0
,,,70–74,718,812.0,675,747.0
,,,75–79,507,561.0,521,553.0
,,,80–84,315,345.0,410,416.0
,,,85+,178,259.0,349,455.0
231,31903,Gympie - Cooloola,0–4,1388,1275.0,1299,1236.0
,,,5–9,1618,1516.0,1440,1369.0
,,,10–14,1677,1637.0,1576,1447.0
,,,15–19,1253,1356.0,1156,1292.0
,,,20–24,976,883.0,893,842.0
,,,25–29,1020,921.0,1085,933.0
,,,30–34,1155,1132.0,1352,1170.0
,,,35–39,1501,1255.0,1474,1425.0
,,,40–44,1349,1482.0,1277,1507.0
,,,45–49,1327,1352.0,1266,1319.0
,,,50–54,1204,1358.0,1127,1361.0
,,,55–59,1006,1309.0,931,1243.0
,,,60–64,911,1104.0,811,1016.0
,,,65–69,830,912.0,732,787.0
,,,70–74,604,756.0,593,668.0
,,,75–79,375,498.0,413,514.0
,,,80–84,204,261.0,332,341.0
,,,85+,109,167.0,243,352.0
232,31904,Hervey Bay,0–4,1188,1095.0,1084,1080.0
,,,5–9,1274,1339.0,1216,1242.0
,,,10–14,1296,1398.0,1200,1291.0
,,,15–19,1038,1199.0,974,1122.0
,,,20–24,803,752.0,840,826.0
,,,25–29,849,818.0,935,921.0
,,,30–34,1001,897.0,1171,1072.0
,,,35–39,1109,1106.0,1261,1287.0
,,,40–44,1135,1180.0,1165,1362.0
,,,45–49,1090,1176.0,1153,1214.0
,,,50–54,997,1165.0,996,1293.0
,,,55–59,930,1212.0,970,1216.0
,,,60–64,932,1164.0,1001,1213.0
,,,65–69,1002,1030.0,931,1114.0
,,,70–74,845,1048.0,788,935.0
,,,75–79,491,713.0,552,767.0
,,,80–84,301,414.0,360,499.0
,,,85+,163,250.0,276,399.0
233,31905,Maryborough,0–4,1343,1148.0,1226,1132.0
,,,5–9,1339,1391.0,1268,1228.0
,,,10–14,1456,1317.0,1336,1300.0
,,,15–19,1258,1175.0,1145,1107.0
,,,20–24,1047,868.0,988,794.0
,,,25–29,1051,908.0,1091,905.0
,,,30–34,1096,1014.0,1198,1075.0
,,,35–39,1288,1098.0,1310,1229.0
,,,40–44,1292,1293.0,1224,1319.0
,,,45–49,1249,1280.0,1224,1277.0
,,,50–54,1083,1367.0,1060,1341.0
,,,55–59,1027,1256.0,929,1140.0
,,,60–64,881,1148.0,800,1044.0
,,,65–69,845,938.0,819,781.0
,,,70–74,659,764.0,699,784.0
,,,75–79,465,568.0,600,621.0
,,,80–84,293,328.0,417,468.0
,,,85+,156,221.0,312,411.0
234,40101,Adelaide City,0–4,174,162.0,150,143.0
,,,5–9,110,134.0,111,121.0
,,,10–14,138,152.0,135,114.0
,,,15–19,533,487.0,595,570.0
,,,20–24,1103,969.0,972,932.0
,,,25–29,925,890.0,675,660.0
,,,30–34,674,737.0,452,470.0
,,,35–39,542,590.0,391,328.0
,,,40–44,440,481.0,329,330.0
,,,45–49,533,448.0,371,385.0
,,,50–54,402,555.0,315,465.0
,,,55–59,308,419.0,243,338.0
,,,60–64,221,303.0,184,242.0
,,,65–69,207,193.0,203,187.0
,,,70–74,217,204.0,207,209.0
,,,75–79,121,163.0,208,208.0
,,,80–84,91,104.0,214,188.0
,,,85+,70,86.0,215,244.0
235,40102,Adelaide Hills,0–4,2174,2106.0,2018,1945.0
,,,5–9,2457,2393.0,2306,2291.0
,,,10–14,2486,2577.0,2368,2439.0
,,,15–19,2197,2330.0,2103,2195.0
,,,20–24,1762,1707.0,1593,1569.0
,,,25–29,1734,1610.0,1766,1736.0
,,,30–34,2042,2066.0,2181,2204.0
,,,35–39,2531,2373.0,2716,2467.0
,,,40–44,2608,2694.0,2652,2810.0
,,,45–49,2655,2551.0,2614,2640.0
,,,50–54,1917,2540.0,1799,2552.0
,,,55–59,1327,1826.0,1227,1761.0
,,,60–64,1037,1292.0,949,1152.0
,,,65–69,922,938.0,852,908.0
,,,70–74,663,797.0,737,811.0
,,,75–79,474,524.0,639,663.0
,,,80–84,247,306.0,382,517.0
,,,85+,147,191.0,262,402.0
236,40103,Burnside,0–4,922,902.0,880,911.0
,,,5–9,1161,1142.0,1106,1099.0
,,,10–14,1223,1376.0,1281,1306.0
,,,15–19,1447,1464.0,1480,1590.0
,,,20–24,1516,1366.0,1441,1316.0
,,,25–29,1157,1186.0,1093,1082.0
,,,30–34,1043,1104.0,1162,1149.0
,,,35–39,1290,1233.0,1485,1387.0
,,,40–44,1432,1440.0,1609,1743.0
,,,45–49,1631,1551.0,1847,1726.0
,,,50–54,1418,1643.0,1364,1810.0
,,,55–59,1029,1366.0,1102,1336.0
,,,60–64,865,999.0,894,1068.0
,,,65–69,883,809.0,1102,894.0
,,,70–74,790,857.0,1104,1100.0
,,,75–79,617,707.0,989,1098.0
,,,80–84,429,494.0,858,901.0
,,,85+,276,350.0,723,898.0
237,40104,Campbelltown (SA),0–4,1330,1232.0,1275,1265.0
,,,5–9,1339,1390.0,1206,1286.0
,,,10–14,1392,1448.0,1299,1322.0
,,,15–19,1618,1543.0,1516,1538.0
,,,20–24,1969,1645.0,1826,1523.0
,,,25–29,1914,1637.0,1842,1545.0
,,,30–34,1644,1742.0,1663,1731.0
,,,35–39,1532,1680.0,1626,1713.0
