"No.","Code","Area name","Sex","Age group","2001","2006","2011","2016"
9,10303,"Lithgow - Mudgee","Females","50–54",1473,1473.80614123701,1586.52235836464,1644.93512944105
9,10303,"Lithgow - Mudgee","Females","55–59",1321,1478.70480606664,1487.16983733373,1590.43982739052
9,10303,"Lithgow - Mudgee","Females","60–64",1067,1244.9127327083,1426.17112975529,1441.38670019682
9,10303,"Lithgow - Mudgee","Females","65–69",909,980.509538530694,1149.88554127253,1344.47785613049
9,10303,"Lithgow - Mudgee","Females","70–74",806,800.868062607082,875.508555483636,1034.57364349536
9,10303,"Lithgow - Mudgee","Females","75–79",678,708.132948324007,705.553298089513,779.759661863747
9,10303,"Lithgow - Mudgee","Females","80–84",520,542.20265702262,572.627969500588,574.74251539052
9,10303,"Lithgow - Mudgee","Females","85+",403,496.694604533384,566.275518486588,625.420276316328
9,10303,"Lithgow - Mudgee","Males","0–4",1560,1386.27451229579,1325.84621875435,1297.09861293572
9,10303,"Lithgow - Mudgee","Males","5–9",1751,1602.9107413349,1441.08011039851,1374.86491596484
9,10303,"Lithgow - Mudgee","Males","10–14",1712,1676.05500706801,1555.79296216945,1405.90771738737
9,10303,"Lithgow - Mudgee","Males","15–19",1509,1457.91193068586,1436.01255706833,1343.89305749498
9,10303,"Lithgow - Mudgee","Males","20–24",1080,1162.16926329745,1141.60969593738,1134.70452134856
9,10303,"Lithgow - Mudgee","Males","25–29",1217,1172.33943127515,1215.7783826549,1206.84548060474
9,10303,"Lithgow - Mudgee","Males","30–34",1469,1377.90723265712,1302.76398918574,1328.14714040391
9,10303,"Lithgow - Mudgee","Males","35–39",1630,1590.4029229594,1516.49109995917,1428.9487323011
9,10303,"Lithgow - Mudgee","Males","40–44",1695,1676.51628643359,1640.12233807513,1573.80961690241
9,10303,"Lithgow - Mudgee","Males","45–49",1539,1675.13510175882,1657.91872536073,1624.36968489088
9,10303,"Lithgow - Mudgee","Males","50–54",1654,1571.62799145825,1689.51013842127,1673.4524446774
9,10303,"Lithgow - Mudgee","Males","55–59",1472,1639.9203061642,1580.4579471526,1686.85450089185
9,10303,"Lithgow - Mudgee","Males","60–64",1182,1383.98071893035,1571.78938309896,1532.63539946904
9,10303,"Lithgow - Mudgee","Males","65–69",953,1054.59351854075,1248.18688939189,1445.62877344425
9,10303,"Lithgow - Mudgee","Males","70–74",797,799.786889117181,904.349208703766,1085.67208868878
9,10303,"Lithgow - Mudgee","Males","75–79",540,629.350374972334,642.119272389559,741.522482261715
9,10303,"Lithgow - Mudgee","Males","80–84",293,377.57898087815,450.027541692428,466.925824182683
9,10303,"Lithgow - Mudgee","Males","85+",184,220.796216652162,282.944755519335,351.087995163369
10,10304,"Orange","Females","0–4",1896,1732.44061764912,1655.23276278607,1635.72152147729
10,10304,"Orange","Females","5–9",1987,1972.13934756036,1811.375525158,1739.11972045699
10,10304,"Orange","Females","10–14",2009,2035.87328936171,2012.16670108565,1855.9204427202
10,10304,"Orange","Females","15–19",1938,1915.56478972181,1941.48036818108,1915.14375671402
10,10304,"Orange","Females","20–24",1406,1523.98783305726,1532.36545449077,1558.62462043249
10,10304,"Orange","Females","25–29",1670,1487.27106240019,1563.77449991003,1583.17972004446
10,10304,"Orange","Females","30–34",1810,1795.88683499106,1661.21042664099,1723.01346801129
10,10304,"Orange","Females","35–39",1849,1858.9399123179,1841.68909807605,1728.99144390677
10,10304,"Orange","Females","40–44",1944,1910.91178152465,1921.35520304926,1903.70194830205
10,10304,"Orange","Females","45–49",1728,1908.9666411968,1891.66876288315,1903.22270613919
10,10304,"Orange","Females","50–54",1727,1750.51279204455,1916.09063754321,1909.24019942173
10,10304,"Orange","Females","55–59",1336,1719.73333019741,1752.53448002017,1907.858609247
10,10304,"Orange","Females","60–64",1148,1341.68656430582,1714.87659911475,1756.14875138845
10,10304,"Orange","Females","65–69",1017,1127.85345316947,1321.81902627039,1686.87537268114
10,10304,"Orange","Females","70–74",907,967.825216656999,1081.20379182687,1273.10702226632
10,10304,"Orange","Females","75–79",815,846.60902541209,899.164842315765,1011.7429984904
10,10304,"Orange","Females","80–84",568,714.444881151682,750.138011787387,798.407365434339
10,10304,"Orange","Females","85+",543,642.836791524512,787.392449493494,894.492471588462
10,10304,"Orange","Males","0–4",2061,1842.61306800121,1761.38449948027,1741.21329631214
10,10304,"Orange","Males","5–9",2080,2087.46535768007,1892.24628800305,1817.18633385265
10,10304,"Orange","Males","10–14",2116,2138.84245356145,2128.87674116586,1947.24672310889
10,10304,"Orange","Males","15–19",1997,1993.3037595218,2017.28981973152,1998.90307332896
10,10304,"Orange","Males","20–24",1573,1582.56539796526,1594.60021974908,1621.55550680905
10,10304,"Orange","Males","25–29",1659,1528.22297585463,1559.39262942637,1580.76067393508
10,10304,"Orange","Males","30–34",1749,1724.90990462283,1615.70188210328,1654.71328039023
10,10304,"Orange","Males","35–39",1809,1787.55632255664,1759.72235159055,1663.33745549837
10,10304,"Orange","Males","40–44",1901,1850.18964887164,1835.21605021439,1807.07637880002
10,10304,"Orange","Males","45–49",1815,1878.01910757234,1846.4870975386,1836.11170919988
10,10304,"Orange","Males","50–54",1740,1790.75113239703,1864.35311939643,1845.51616086349
10,10304,"Orange","Males","55–59",1375,1725.63510543106,1774.20121798862,1855.48387613039
10,10304,"Orange","Males","60–64",1171,1366.54343018125,1704.06129307696,1754.77433942129
10,10304,"Orange","Males","65–69",1000,1139.70599220878,1340.33261911877,1669.61479745504
10,10304,"Orange","Males","70–74",846,911.971957576588,1053.90127183854,1253.60808997026
10,10304,"Orange","Males","75–79",574,727.39667229013,790.391243655206,927.069661829323
10,10304,"Orange","Males","80–84",323,454.530073475777,579.140387195733,635.740739159198
10,10304,"Orange","Males","85+",201,272.564583737119,378.023037509048,497.184952531643
11,10401,"Clarence Valley","Females","0–4",1460,1305.921388537,1251.69559085556,1241.45896398913
11,10401,"Clarence Valley","Females","5–9",1709,1637.96774367685,1492.96106950014,1438.31440380496
11,10401,"Clarence Valley","Females","10–14",1869,1808.2536340274,1747.73057296725,1607.31641572353
11,10401,"Clarence Valley","Females","15–19",1480,1585.50965776023,1557.32524905502,1511.54375100937
11,10401,"Clarence Valley","Females","20–24",864,965.656601034981,1016.9278352733,1019.52709577095
11,10401,"Clarence Valley","Females","25–29",1118,1015.92020868786,1076.84525109541,1107.00549821585
11,10401,"Clarence Valley","Females","30–34",1317,1308.39269610068,1226.36261465131,1273.52919634164
11,10401,"Clarence Valley","Females","35–39",1644,1573.44610085081,1561.80253900398,1481.92472688782
11,10401,"Clarence Valley","Females","40–44",1915,1821.99970576273,1783.2390484126,1769.03365505962
11,10401,"Clarence Valley","Females","45–49",1683,1880.91754890329,1824.26840945623,1801.37457148227
11,10401,"Clarence Valley","Females","50–54",1614,1762.2158213682,1943.27060273874,1906.42704427651
11,10401,"Clarence Valley","Females","55–59",1454,1785.97428164577,1921.8715742434,2095.58191010458
11,10401,"Clarence Valley","Females","60–64",1333,1564.15852517106,1915.46783461953,2043.79064253431
11,10401,"Clarence Valley","Females","65–69",1194,1369.10104349373,1605.50880556947,1971.05186543883
11,10401,"Clarence Valley","Females","70–74",1097,1143.41527827649,1312.93030013681,1546.90607401096
11,10401,"Clarence Valley","Females","75–79",891,1003.46955742924,1043.99806726985,1204.26202797633
11,10401,"Clarence Valley","Females","80–84",648,768.359106283077,867.382588263243,906.070413751032
11,10401,"Clarence Valley","Females","85+",545,676.350023151119,823.238330361265,965.143714591588
11,10401,"Clarence Valley","Males","0–4",1553,1383.47628038241,1326.59459971683,1316.15015233144
11,10401,"Clarence Valley","Males","5–9",1796,1727.3779133742,1572.55585471435,1515.61425291034
11,10401,"Clarence Valley","Males","10–14",1950,1895.20796416,1833.88846777781,1686.35445577762
11,10401,"Clarence Valley","Males","15–19",1618,1668.31314733681,1641.94494346952,1592.40338397135
11,10401,"Clarence Valley","Males","20–24",1000,1069.28468275571,1102.24612780408,1104.19822979578
11,10401,"Clarence Valley","Males","25–29",1111,1080.74721062292,1129.19276198102,1154.43429712174
11,10401,"Clarence Valley","Males","30–34",1244,1258.12605830211,1207.50211358992,1247.59994009277
11,10401,"Clarence Valley","Males","35–39",1653,1538.00096587436,1532.57378790486,1469.29905071019
11,10401,"Clarence Valley","Males","40–44",1846,1784.62889509804,1715.70007548705,1701.07394701122
11,10401,"Clarence Valley","Males","45–49",1755,1847.07493175575,1811.23638954492,1764.75701297618
11,10401,"Clarence Valley","Males","50–54",1710,1832.57539182345,1931.32519992197,1909.45748643489
11,10401,"Clarence Valley","Males","55–59",1400,1829.04869639061,1936.60596057815,2041.68700473658
11,10401,"Clarence Valley","Males","60–64",1352,1521.22874667972,1937.9157079812,2038.12567553178
11,10401,"Clarence Valley","Males","65–69",1244,1393.52141487569,1589.61532581463,2000.09495972296
11,10401,"Clarence Valley","Males","70–74",1173,1160.4129206564,1321.63884778934,1531.53821704153
11,10401,"Clarence Valley","Males","75–79",818,974.326237515827,983.178220045085,1140.58791326549
11,10401,"Clarence Valley","Males","80–84",465,614.37553376669,744.009437313928,764.285460153288
11,10401,"Clarence Valley","Males","85+",266,359.402261779469,484.299753047712,615.360582139475
12,10402,"Coffs Harbour","Females","0–4",2273,2071.27018349133,2016.50550107481,2029.41471178716
12,10402,"Coffs Harbour","Females","5–9",2794,2681.09332498452,2489.59700416756,2435.92842296147
12,10402,"Coffs Harbour","Females","10–14",3073,3042.97672924663,2959.93073714739,2771.51783868215
12,10402,"Coffs Harbour","Females","15–19",2683,2780.71277919919,2789.33924967507,2732.9368706238
12,10402,"Coffs Harbour","Females","20–24",1630,1830.67672354189,1906.62958900005,1944.57400643353
12,10402,"Coffs Harbour","Females","25–29",1823,1745.89682965399,1877.88439539431,1943.32075738945
12,10402,"Coffs Harbour","Females","30–34",2249,2222.64101867395,2144.18000989354,2258.46922243134
12,10402,"Coffs Harbour","Females","35–39",2783,2716.58136044299,2712.29304836469,2627.95772396764
12,10402,"Coffs Harbour","Females","40–44",3177,3081.79864677142,3068.74496621197,3073.27482477564
12,10402,"Coffs Harbour","Females","45–49",2967,3214.23795810807,3175.86452779707,3188.05360576053
12,10402,"Coffs Harbour","Females","50–54",2604,3035.23187775697,3286.32287421121,3280.02384191647
12,10402,"Coffs Harbour","Females","55–59",2080,2763.51275189564,3144.71895569258,3399.8769262325
12,10402,"Coffs Harbour","Females","60–64",1920,2281.23314354879,2970.11344265544,3320.45207779332
12,10402,"Coffs Harbour","Females","65–69",1713,2012.33216410763,2387.34573396758,3080.52936622268
12,10402,"Coffs Harbour","Females","70–74",1557,1693.08308359711,1984.44856020569,2361.49346645111
12,10402,"Coffs Harbour","Females","75–79",1385,1521.32599415352,1640.49206857187,1922.05182982322
12,10402,"Coffs Harbour","Females","80–84",891,1245.85881844275,1375.13168068437,1483.75496584034
12,10402,"Coffs Harbour","Females","85+",768,985.649945328285,1315.07526269878,1581.79555614098
12,10402,"Coffs Harbour","Males","0–4",2449,2201.00216251848,2143.83421709888,2158.22080800908
12,10402,"Coffs Harbour","Males","5–9",2851,2821.77384568548,2601.73867182678,2546.40184910759
12,10402,"Coffs Harbour","Males","10–14",3166,3116.37810306695,3089.4498961146,2881.42412006065
12,10402,"Coffs Harbour","Males","15–19",2803,2855.55400269468,2848.5975387644,2824.08480373516
12,10402,"Coffs Harbour","Males","20–24",1752,1949.89893489759,2005.64772936903,2036.02565976822
12,10402,"Coffs Harbour","Males","25–29",1687,1709.19342617935,1836.09469197367,1893.81823611888
12,10402,"Coffs Harbour","Males","30–34",2035,2044.20344087438,2011.18589344464,2116.83365622057
12,10402,"Coffs Harbour","Males","35–39",2506,2453.63040620509,2459.59039485762,2402.5664340586
12,10402,"Coffs Harbour","Males","40–44",3017,2831.40116608106,2819.01384476636,2822.51115811398
12,10402,"Coffs Harbour","Males","45–49",2944,3072.70611306867,2970.57621804288,2976.69934979292
12,10402,"Coffs Harbour","Males","50–54",2670,3003.65393111629,3160.7736874664,3104.98833155524
12,10402,"Coffs Harbour","Males","55–59",2133,2807.83266929345,3098.11337678809,3275.10229934034
12,10402,"Coffs Harbour","Males","60–64",1848,2289.14054420379,2949.5021521862,3215.21002317262
12,10402,"Coffs Harbour","Males","65–69",1656,1931.91048285726,2375.62422179953,3028.61089727408
12,10402,"Coffs Harbour","Males","70–74",1600,1608.58825870846,1892.98772800673,2330.65896757824
12,10402,"Coffs Harbour","Males","75–79",1121,1396.82505374428,1431.94646423496,1706.21498920939
12,10402,"Coffs Harbour","Males","80–84",664,896.793056089347,1125.86114867316,1173.89666172203
12,10402,"Coffs Harbour","Males","85+",402,552.704969028457,754.222488087608,979.389512044157
13,10501,"Bourke - Cobar - Coonamble","Females","0–4",1269,1119.03343592783,1043.10088438656,1003.67068374522
13,10501,"Bourke - Cobar - Coonamble","Females","5–9",1320,1212.86184296054,1073.6481964167,1001.47289314991
13,10501,"Bourke - Cobar - Coonamble","Females","10–14",1116,1052.24134710696,972.418409598479,858.498574803319
13,10501,"Bourke - Cobar - Coonamble","Females","15–19",780,848.710329709809,809.288954232247,751.928383536454
13,10501,"Bourke - Cobar - Coonamble","Females","20–24",851,861.89702768705,889.993752492557,862.226502161144
13,10501,"Bourke - Cobar - Coonamble","Females","25–29",1057,984.182468361395,988.039254259298,988.324780134241
13,10501,"Bourke - Cobar - Coonamble","Females","30–34",1173,1081.37486035343,998.235323229989,997.782823218259
13,10501,"Bourke - Cobar - Coonamble","Females","35–39",1061,1079.16645594187,1011.69668098751,932.814267352777
13,10501,"Bourke - Cobar - Coonamble","Females","40–44",1042,996.026555443297,998.753980276606,943.471150154605
13,10501,"Bourke - Cobar - Coonamble","Females","45–49",863,961.952869936283,925.832553369279,922.550367113531
13,10501,"Bourke - Cobar - Coonamble","Females","50–54",851,832.15682604248,912.762302700761,882.686718848443
13,10501,"Bourke - Cobar - Coonamble","Females","55–59",743,820.25860327197,807.589923642922,875.745554849715
13,10501,"Bourke - Cobar - Coonamble","Females","60–64",626,679.122260658913,768.098223986137,761.008472395768
13,10501,"Bourke - Cobar - Coonamble","Females","65–69",509,556.010386002934,613.348172352023,708.261743289815
13,10501,"Bourke - Cobar - Coonamble","Females","70–74",418,434.282669878739,479.631221836955,537.674481256302
13,10501,"Bourke - Cobar - Coonamble","Females","75–79",284,346.536335023703,359.677494425479,402.068823092707
13,10501,"Bourke - Cobar - Coonamble","Females","80–84",202,229.184867185619,279.803106308693,291.838120193205
13,10501,"Bourke - Cobar - Coonamble","Females","85+",183,209.470251273716,241.30656131352,287.715771843317
13,10501,"Bourke - Cobar - Coonamble","Males","0–4",1415,1203.53502290943,1122.50148815596,1080.36149055669
13,10501,"Bourke - Cobar - Coonamble","Males","5–9",1417,1331.69477644019,1153.38818901222,1076.47684671356
13,10501,"Bourke - Cobar - Coonamble","Males","10–14",1110,1121.40078523794,1053.09898665914,914.463568910122
13,10501,"Bourke - Cobar - Coonamble","Males","15–19",933,886.444565799765,892.084622045007,838.146157353047
13,10501,"Bourke - Cobar - Coonamble","Males","20–24",933,960.054571022753,926.607225189687,923.475684452123
13,10501,"Bourke - Cobar - Coonamble","Males","25–29",1131,1028.22908479186,1036.94498803595,1012.48730597756
13,10501,"Bourke - Cobar - Coonamble","Males","30–34",1249,1138.56196006232,1040.55810347668,1040.85757617119
13,10501,"Bourke - Cobar - Coonamble","Males","35–39",1268,1196.17429770778,1113.13541704177,1021.86212737062
13,10501,"Bourke - Cobar - Coonamble","Males","40–44",1229,1191.2018267288,1133.97530126839,1064.71684281871
13,10501,"Bourke - Cobar - Coonamble","Males","45–49",1102,1161.18784951356,1127.68128723562,1078.7050041704
13,10501,"Bourke - Cobar - Coonamble","Males","50–54",1069,1054.0867051927,1105.14420071921,1075.3429646469
13,10501,"Bourke - Cobar - Coonamble","Males","55–59",927,1022.13876444777,1009.56206397334,1055.51981031635
