No.,Code,Area name,Sex,Age group,2001,2006,2011
11,10401,Clarence Valley,Females,45–49,1683,1880.91754890329,1824.26840945623
11,10401,Clarence Valley,Females,50–54,1614,1762.2158213682,1943.27060273874
11,10401,Clarence Valley,Females,55–59,1454,1785.97428164577,1921.8715742434
11,10401,Clarence Valley,Females,60–64,1333,1564.15852517106,1915.46783461953
11,10401,Clarence Valley,Females,65–69,1194,1369.10104349373,1605.50880556947
11,10401,Clarence Valley,Females,70–74,1097,1143.41527827649,1312.93030013681
11,10401,Clarence Valley,Females,75–79,891,1003.46955742924,1043.99806726985
11,10401,Clarence Valley,Females,80–84,648,768.359106283077,867.382588263243
11,10401,Clarence Valley,Females,85,545,676.350023151119,823.238330361265
11,10401,Clarence Valley,Males,0–4,1553,1383.47628038241,1326.59459971683
11,10401,Clarence Valley,Males,5–9,1796,1727.3779133742,1572.55585471435
11,10401,Clarence Valley,Males,10–14,1950,1895.20796416,1833.88846777781
11,10401,Clarence Valley,Males,15–19,1618,1668.31314733681,1641.94494346952
11,10401,Clarence Valley,Males,20–24,1000,1069.28468275571,1102.24612780408
11,10401,Clarence Valley,Males,25–29,1111,1080.74721062292,1129.19276198102
11,10401,Clarence Valley,Males,30–34,1244,1258.12605830211,1207.50211358992
11,10401,Clarence Valley,Males,35–39,1653,1538.00096587436,1532.57378790486
11,10401,Clarence Valley,Males,40–44,1846,1784.62889509804,1715.70007548705
11,10401,Clarence Valley,Males,45–49,1755,1847.07493175575,1811.23638954492
11,10401,Clarence Valley,Males,50–54,1710,1832.57539182345,1931.32519992197
11,10401,Clarence Valley,Males,55–59,1400,1829.04869639061,1936.60596057815
11,10401,Clarence Valley,Males,60–64,1352,1521.22874667972,1937.9157079812
11,10401,Clarence Valley,Males,65–69,1244,1393.52141487569,1589.61532581463
11,10401,Clarence Valley,Males,70–74,1173,1160.4129206564,1321.63884778934
11,10401,Clarence Valley,Males,75–79,818,974.326237515827,983.178220045085
11,10401,Clarence Valley,Males,80–84,465,614.37553376669,744.009437313928
11,10401,Clarence Valley,Males,85,266,359.402261779469,484.299753047712
12,10402,Coffs Harbour,Females,0–4,2273,2071.27018349133,2016.50550107481
12,10402,Coffs Harbour,Females,5–9,2794,2681.09332498452,2489.59700416756
12,10402,Coffs Harbour,Females,10–14,3073,3042.97672924663,2959.93073714739
12,10402,Coffs Harbour,Females,15–19,2683,2780.71277919919,2789.33924967507
12,10402,Coffs Harbour,Females,20–24,1630,1830.67672354189,1906.62958900005
12,10402,Coffs Harbour,Females,25–29,1823,1745.89682965399,1877.88439539431
12,10402,Coffs Harbour,Females,30–34,2249,2222.64101867395,2144.18000989354
12,10402,Coffs Harbour,Females,35–39,2783,2716.58136044299,2712.29304836469
12,10402,Coffs Harbour,Females,40–44,3177,3081.79864677142,3068.74496621197
12,10402,Coffs Harbour,Females,45–49,2967,3214.23795810807,3175.86452779707
12,10402,Coffs Harbour,Females,50–54,2604,3035.23187775697,3286.32287421121
12,10402,Coffs Harbour,Females,55–59,2080,2763.51275189564,3144.71895569258
12,10402,Coffs Harbour,Females,60–64,1920,2281.23314354879,2970.11344265544
12,10402,Coffs Harbour,Females,65–69,1713,2012.33216410763,2387.34573396758
12,10402,Coffs Harbour,Females,70–74,1557,1693.08308359711,1984.44856020569
12,10402,Coffs Harbour,Females,75–79,1385,1521.32599415352,1640.49206857187
12,10402,Coffs Harbour,Females,80–84,891,1245.85881844275,1375.13168068437
12,10402,Coffs Harbour,Females,85,768,985.649945328285,1315.07526269878
12,10402,Coffs Harbour,Males,0–4,2449,2201.00216251848,2143.83421709888
12,10402,Coffs Harbour,Males,5–9,2851,2821.77384568548,2601.73867182678
12,10402,Coffs Harbour,Males,10–14,3166,3116.37810306695,3089.4498961146
12,10402,Coffs Harbour,Males,15–19,2803,2855.55400269468,2848.5975387644
12,10402,Coffs Harbour,Males,20–24,1752,1949.89893489759,2005.64772936903
12,10402,Coffs Harbour,Males,25–29,1687,1709.19342617935,1836.09469197367
12,10402,Coffs Harbour,Males,30–34,2035,2044.20344087438,2011.18589344464
12,10402,Coffs Harbour,Males,35–39,2506,2453.63040620509,2459.59039485762
12,10402,Coffs Harbour,Males,40–44,3017,2831.40116608106,2819.01384476636
12,10402,Coffs Harbour,Males,45–49,2944,3072.70611306867,2970.57621804288
12,10402,Coffs Harbour,Males,50–54,2670,3003.65393111629,3160.7736874664
12,10402,Coffs Harbour,Males,55–59,2133,2807.83266929345,3098.11337678809
12,10402,Coffs Harbour,Males,60–64,1848,2289.14054420379,2949.5021521862
12,10402,Coffs Harbour,Males,65–69,1656,1931.91048285726,2375.62422179953
12,10402,Coffs Harbour,Males,70–74,1600,1608.58825870846,1892.98772800673
12,10402,Coffs Harbour,Males,75–79,1121,1396.82505374428,1431.94646423496
12,10402,Coffs Harbour,Males,80–84,664,896.793056089347,1125.86114867316
12,10402,Coffs Harbour,Males,85,402,552.704969028457,754.222488087608
13,10501,Bourke - Cobar - Coonamble,Females,0–4,1269,1119.03343592783,1043.10088438656
13,10501,Bourke - Cobar - Coonamble,Females,5–9,1320,1212.86184296054,1073.6481964167
13,10501,Bourke - Cobar - Coonamble,Females,10–14,1116,1052.24134710696,972.418409598479
13,10501,Bourke - Cobar - Coonamble,Females,15–19,780,848.710329709809,809.288954232247
13,10501,Bourke - Cobar - Coonamble,Females,20–24,851,861.89702768705,889.993752492557
13,10501,Bourke - Cobar - Coonamble,Females,25–29,1057,984.182468361395,988.039254259298
13,10501,Bourke - Cobar - Coonamble,Females,30–34,1173,1081.37486035343,998.235323229989
13,10501,Bourke - Cobar - Coonamble,Females,35–39,1061,1079.16645594187,1011.69668098751
13,10501,Bourke - Cobar - Coonamble,Females,40–44,1042,996.026555443297,998.753980276606
13,10501,Bourke - Cobar - Coonamble,Females,45–49,863,961.952869936283,925.832553369279
13,10501,Bourke - Cobar - Coonamble,Females,50–54,851,832.15682604248,912.762302700761
13,10501,Bourke - Cobar - Coonamble,Females,55–59,743,820.25860327197,807.589923642922
13,10501,Bourke - Cobar - Coonamble,Females,60–64,626,679.122260658913,768.098223986137
13,10501,Bourke - Cobar - Coonamble,Females,65–69,509,556.010386002934,613.348172352023
13,10501,Bourke - Cobar - Coonamble,Females,70–74,418,434.282669878739,479.631221836955
13,10501,Bourke - Cobar - Coonamble,Females,75–79,284,346.536335023703,359.677494425479
13,10501,Bourke - Cobar - Coonamble,Females,80–84,202,229.184867185619,279.803106308693
13,10501,Bourke - Cobar - Coonamble,Females,85,183,209.470251273716,241.30656131352
13,10501,Bourke - Cobar - Coonamble,Males,0–4,1415,1203.53502290943,1122.50148815596
13,10501,Bourke - Cobar - Coonamble,Males,5–9,1417,1331.69477644019,1153.38818901222
13,10501,Bourke - Cobar - Coonamble,Males,10–14,1110,1121.40078523794,1053.09898665914
13,10501,Bourke - Cobar - Coonamble,Males,15–19,933,886.444565799765,892.084622045007
13,10501,Bourke - Cobar - Coonamble,Males,20–24,933,960.054571022753,926.607225189687
13,10501,Bourke - Cobar - Coonamble,Males,25–29,1131,1028.22908479186,1036.94498803595
13,10501,Bourke - Cobar - Coonamble,Males,30–34,1249,1138.56196006232,1040.55810347668
13,10501,Bourke - Cobar - Coonamble,Males,35–39,1268,1196.17429770778,1113.13541704177
13,10501,Bourke - Cobar - Coonamble,Males,40–44,1229,1191.2018267288,1133.97530126839
13,10501,Bourke - Cobar - Coonamble,Males,45–49,1102,1161.18784951356,1127.68128723562
13,10501,Bourke - Cobar - Coonamble,Males,50–54,1069,1054.0867051927,1105.14420071921
13,10501,Bourke - Cobar - Coonamble,Males,55–59,927,1022.13876444777,1009.56206397334
13,10501,Bourke - Cobar - Coonamble,Males,60–64,768,851.172009657175,956.848067329329
13,10501,Bourke - Cobar - Coonamble,Males,65–69,621,687.510294902648,775.370063177937
13,10501,Bourke - Cobar - Coonamble,Males,70–74,537,516.016509999116,582.637858812936
13,10501,Bourke - Cobar - Coonamble,Males,75–79,254,405.981511494791,397.996726753707
13,10501,Bourke - Cobar - Coonamble,Males,80–84,145,178.325307525201,286.902001243568
13,10501,Bourke - Cobar - Coonamble,Males,85,76,103.693076911374,134.858607299371
14,10502,Broken Hill and Far West,Females,0–4,770,622.897824748791,546.776852090605
14,10502,Broken Hill and Far West,Females,5–9,793,735.193542138669,605.637722602689
14,10502,Broken Hill and Far West,Females,10–14,826,750.746071409103,690.10984887405
14,10502,Broken Hill and Far West,Females,15–19,712,678.335579428613,621.970890564259
14,10502,Broken Hill and Far West,Females,20–24,559,557.897067222019,529.457957812218
14,10502,Broken Hill and Far West,Females,25–29,689,581.726323656386,563.155957973455
14,10502,Broken Hill and Far West,Females,30–34,781,696.477505404347,600.545573081534
14,10502,Broken Hill and Far West,Females,35–39,863,782.55008245157,705.464717604063
14,10502,Broken Hill and Far West,Females,40–44,930,823.373319508948,753.10382203654
14,10502,Broken Hill and Far West,Females,45–49,839,873.289701116291,784.525224916305
14,10502,Broken Hill and Far West,Females,50–54,819,808.804144874051,831.662244223792
14,10502,Broken Hill and Far West,Females,55–59,638,790.849055639745,776.905525610695
14,10502,Broken Hill and Far West,Females,60–64,601,622.1396358774,761.527015237212
14,10502,Broken Hill and Far West,Females,65–69,559,569.253552861808,597.021431605523
14,10502,Broken Hill and Far West,Females,70–74,598,501.807970977293,516.760766599514
14,10502,Broken Hill and Far West,Females,75–79,417,482.530463467536,410.421233235337
14,10502,Broken Hill and Far West,Females,80–84,341,314.460824464307,365.449740847014
14,10502,Broken Hill and Far West,Females,85,323,339.227781417141,340.123351284024
14,10502,Broken Hill and Far West,Males,0–4,822,662.84201674127,582.134757192439
14,10502,Broken Hill and Far West,Males,5–9,907,814.100224713713,671.749564989701
14,10502,Broken Hill and Far West,Males,10–14,895,845.921416177679,759.229300164882
14,10502,Broken Hill and Far West,Males,15–19,828,758.471228775095,715.981547666784
14,10502,Broken Hill and Far West,Males,20–24,600,620.013185010243,574.542001857153
14,10502,Broken Hill and Far West,Males,25–29,695,584.950179506699,574.356949884312
14,10502,Broken Hill and Far West,Males,30–34,765,670.897714057956,576.982242884806
14,10502,Broken Hill and Far West,Males,35–39,857,756.846943840531,674.761142184248
14,10502,Broken Hill and Far West,Males,40–44,972,829.413169235292,744.978342574449
14,10502,Broken Hill and Far West,Males,45–49,909,915.336023310736,801.067882354179
14,10502,Broken Hill and Far West,Males,50–54,881,867.10802237486,867.85132256559
14,10502,Broken Hill and Far West,Males,55–59,703,843.980602947267,824.008556723765
14,10502,Broken Hill and Far West,Males,60–64,600,670.932142302559,797.710071178388
14,10502,Broken Hill and Far West,Males,65–69,524,556.339853091606,624.548780912655
14,10502,Broken Hill and Far West,Males,70–74,563,458.510793686957,494.04520386327
14,10502,Broken Hill and Far West,Males,75–79,338,422.825964415595,355.053523670545
14,10502,Broken Hill and Far West,Males,80–84,183,219.676468204526,280.625415098927
14,10502,Broken Hill and Far West,Males,85,108,124.788205163881,152.106841957764
15,10503,Dubbo,Females,0–4,2679,2314.99092855217,2184.47788238984
15,10503,Dubbo,Females,5–9,2732,2633.10653852204,2327.53574932764
15,10503,Dubbo,Females,10–14,2750,2679.00328070054,2587.77019303789
15,10503,Dubbo,Females,15–19,2360,2360.70757195548,2322.63129505175
15,10503,Dubbo,Females,20–24,1886,1971.46751026486,1987.4962820561
15,10503,Dubbo,Females,25–29,2074,1931.71938415054,1996.93825506538
15,10503,Dubbo,Females,30–34,2390,2229.1200475811,2091.32056937958
15,10503,Dubbo,Females,35–39,2476,2443.01211521688,2335.70880766108
15,10503,Dubbo,Females,40–44,2590,2494.02181965421,2472.22713881881
15,10503,Dubbo,Females,45–49,2319,2514.35770960348,2450.47652341085
15,10503,Dubbo,Females,50–54,2216,2318.24361428409,2498.92892995739
15,10503,Dubbo,Females,55–59,1781,2253.1878917883,2349.5643021751
15,10503,Dubbo,Females,60–64,1578,1831.05590590905,2299.05320295116
15,10503,Dubbo,Females,65–69,1351,1591.90050292092,1848.90918958672
15,10503,Dubbo,Females,70–74,1219,1320.36788965157,1546.85657445631
15,10503,Dubbo,Females,75–79,1024,1186.44193529331,1272.77276241893
15,10503,Dubbo,Females,80–84,700,934.638683381888,1077.90157026975
15,10503,Dubbo,Females,85,663,814.451091675896,1038.43955104437
15,10503,Dubbo,Males,0–4,2734,2430.34009303166,2293.8165597989
15,10503,Dubbo,Males,5–9,2948,2735.5249095248,2465.02829188181
15,10503,Dubbo,Males,10–14,2879,2876.35378753039,2702.04257635869
15,10503,Dubbo,Males,15–19,2474,2458.24611249636,2463.75144085603
15,10503,Dubbo,Males,20–24,1863,2007.18165864614,2010.93301429781
15,10503,Dubbo,Males,25–29,2025,1847.08474822621,1929.99208648091
15,10503,Dubbo,Males,30–34,2117,2026.64925207579,1882.40209329128
15,10503,Dubbo,Males,35–39,2401,2251.18436707081,2176.8440066161
15,10503,Dubbo,Males,40–44,2488,2369.59478602645,2271.19118206876
15,10503,Dubbo,Males,45–49,2323,2400.04378114395,2319.24062021477
15,10503,Dubbo,Males,50–54,2250,2308.17690588527,2396.01638239712
15,10503,Dubbo,Males,55–59,1861,2275.13273071382,2328.78124404121
15,10503,Dubbo,Males,60–64,1699,1914.47641258408,2326.97751399961
15,10503,Dubbo,Males,65–69,1318,1656.0931777482,1890.67978823225
15,10503,Dubbo,Males,70–74,1175,1258.53340825931,1567.87356672575
15,10503,Dubbo,Males,75–79,813,1044.50853527586,1126.23048342634
15,10503,Dubbo,Males,80–84,429,663.889643300238,852.774902894006
15,10503,Dubbo,Males,85,257,369.86783631743,548.677049607636
16,10601,Lower Hunter,Females,0–4,2700,2488.69385930205,2444.79332455355
16,10601,Lower Hunter,Females,5–9,2949,2716.23293052839,2501.34882325284
16,10601,Lower Hunter,Females,10–14,2955,2801.81498865649,2623.52710597978
16,10601,Lower Hunter,Females,15–19,2646,2636.08236183299,2547.05831105838
16,10601,Lower Hunter,Females,20–24,2030,2183.81757676272,2200.24872382446
16,10601,Lower Hunter,Females,25–29,2328,2375.05473397211,2482.19145763594
16,10601,Lower Hunter,Females,30–34,2636,2745.32220592939,2679.39219145886
16,10601,Lower Hunter,Females,35–39,2793,2870.71170709121,2910.27004397343
16,10601,Lower Hunter,Females,40–44,2951,2874.39930079984,2925.43977220886
16,10601,Lower Hunter,Females,45–49,2714,2825.89266988052,2779.8336299364
16,10601,Lower Hunter,Females,50–54,2484,2705.06322527343,2829.31128271413
16,10601,Lower Hunter,Females,55–59,1893,2507.18051065206,2701.23144636514
16,10601,Lower Hunter,Females,60–64,1560,1886.52476482698,2467.69481359917
16,10601,Lower Hunter,Females,65–69,1335,1508.76098433041,1818.63499256245
16,10601,Lower Hunter,Females,70–74,1333,1229.79650976348,1397.0857334844
16,10601,Lower Hunter,Females,75–79,1139,1137.47467632882,1064.02009741861
16,10601,Lower Hunter,Females,80–84,807,898.280925606671,910.895538093873
16,10601,Lower Hunter,Females,85,737,821.093162500021,927.691575297836
16,10601,Lower Hunter,Males,0–4,2821,2624.15718585763,2578.68808154939
16,10601,Lower Hunter,Males,5–9,3112,2858.61461814451,2650.88873019067
16,10601,Lower Hunter,Males,10–14,3028,2953.90818287424,2756.82661640758
16,10601,Lower Hunter,Males,15–19,2839,2701.37276268573,2660.83792705425
16,10601,Lower Hunter,Males,20–24,2369,2422.90120063039,2370.50468814637
16,10601,Lower Hunter,Males,25–29,2433,2556.80599304943,2616.66422844462
16,10601,Lower Hunter,Males,30–34,2669,2709.90088603783,2679.90528354821
16,10601,Lower Hunter,Males,35–39,2861,2827.54411051673,2818.94000969641
16,10601,Lower Hunter,Males,40–44,3095,2905.99909430751,2878.22537891148
16,10601,Lower Hunter,Males,45–49,2794,2914.95495509205,2790.96832572849
16,10601,Lower Hunter,Males,50–54,2742,2782.15185947828,2911.11575532533
16,10601,Lower Hunter,Males,55–59,2103,2744.8324022471,2787.98027652578
16,10601,Lower Hunter,Males,60–64,1619,2041.72236078874,2633.54113308164
16,10601,Lower Hunter,Males,65–69,1305,1512.48250405978,1899.60538896093
16,10601,Lower Hunter,Males,70–74,1143,1131.08020849169,1329.28435535775
16,10601,Lower Hunter,Males,75–79,810,885.804071049477,893.735304217855
16,10601,Lower Hunter,Males,80–84,450,561.958428410764,631.983017240118
16,10601,Lower Hunter,Males,85,258,323.646916985179,414.239575928215
17,10602,Maitland,Females,0–4,1926,1861.25011686167,1869.50308785574
17,10602,Maitland,Females,5–9,2002,1956.61174778735,1875.30953510598
17,10602,Maitland,Females,10–14,1996,2015.0141057928,1983.7689323189
17,10602,Maitland,Females,15–19,1937,1961.69696037313,1996.64622152854
17,10602,Maitland,Females,20–24,1627,1725.63264160582,1775.29707004683
17,10602,Maitland,Females,25–29,1759,1833.64404600634,1940.01843305422
17,10602,Maitland,Females,30–34,1857,1979.70291244204,1983.96398092512
17,10602,Maitland,Females,35–39,1984,2071.89374742509,2155.13996778035
17,10602,Maitland,Females,40–44,2063,2092.77045507702,2173.4699045403
17,10602,Maitland,Females,45–49,1875,2070.64624520212,2112.76878596502
17,10602,Maitland,Females,50–54,1697,1882.96832446056,2073.00546394949
17,10602,Maitland,Females,55–59,1241,1695.31763220702,1865.62909341441
17,10602,Maitland,Females,60–64,1004,1224.31052783628,1653.46462698727
17,10602,Maitland,Females,65–69,878,976.325176987002,1190.4580595157
17,10602,Maitland,Females,70–74,880,822.08024404934,925.053679079854
17,10602,Maitland,Females,75–79,776,766.951469240477,728.005299230533
